issueTitle,sectionTitle,sectionAbbrev,authors,articleTitle,year,datePublished,volume,issue,startPage,endPage,articleAbstract,galleyLabel,authorEmail,fileName,keywords
"Vol 7: International Kimberlite Conference, Cape Town",Extended Abstracts,ABS,"Andronikov, A.V.;Foley, S.F.;Melzer, S.",Mantle xenoliths from the Jetty Peninsula area (East Antarctica): samples of thermally eroding lithosphere on the flanks of the Lambert-Amery Rift,1998,1998-04-17,7,,20,22,,PDF,ojshelp@ualberta.ca,IKC07_008,
"Vol 7: International Kimberlite Conference, Cape Town",Extended Abstracts,ABS,"Antonyuk, B.P.;Mironov, V.P.",Three-stage growth model of the natural diamond of octahedral habit,1998,1998-04-17,7,,23,25,,PDF,ojshelp@ualberta.ca,IKC07_009,
"Vol 7: International Kimberlite Conference, Cape Town",Extended Abstracts,ABS,"Araujo, A.L.N.;Gaspar, J.C.;Bizzi, L.C.","Petrography and mineralogy of kimberlites and kamafugites from the Alto Parana?ba Igneous Province, Minas Gerais, Brazil: preliminary studies",1998,1998-04-17,7,,26,28,,PDF,ojshelp@ualberta.ca,IKC07_010,
"Vol 7: International Kimberlite Conference, Cape Town",Extended Abstracts,ABS,"Araujo, D.P.;Gaspar, J.C.;Garg, V.K.","The complete phlogopite-tetraferriphlogopite series in the Catal?o-I and -II carbonatite complexes, Brazil",1998,1998-04-17,7,,29,31,,PDF,ojshelp@ualberta.ca,IKC07_011,
"Vol 7: International Kimberlite Conference, Cape Town",Extended Abstracts,ABS,"Arima, M.",Experimental study of growth and resorption of diamond in kimberlitic melts at high pressures and temperatures,1998,1998-04-17,7,,32,34,,PDF,ojshelp@ualberta.ca,IKC07_012,
"Vol 7: International Kimberlite Conference, Cape Town",Extended Abstracts,ABS,"Ashchepkov, I.V.;Salters, V.J.R.;Andre, L.",Relationships between garnet and clinopyroxene in Vitim mantle xenoliths: evidence of the polystage growth and melt percolation?,1998,1998-04-17,7,,35,36,,PDF,ojshelp@ualberta.ca,IKC07_013,
"Vol 7: International Kimberlite Conference, Cape Town",Extended Abstracts,ABS,"Bailey, L.;Helmstaedt, H.H.;Peterson, R.C.;Mandarino, J.A.;Letendre, J.P.","Microdiamonds and indicator minerals from a talc schist host rock, French Guiana",1998,1998-04-17,7,,37,39,,PDF,ojshelp@ualberta.ca,IKC07_014,
"Vol 7: International Kimberlite Conference, Cape Town",Extended Abstracts,ABS,"Barashkov, Y.P.;Talnikova, S.B.",The features of the morphology crystalline inclusions and the real structure of diamond,1998,1998-04-17,7,,40,42,,PDF,ojshelp@ualberta.ca,IKC07_015,
"Vol 7: International Kimberlite Conference, Cape Town",Extended Abstracts,ABS,"Barron, K.M.;Logvinova, A.M.;Sobolev, N.V.","Morphology and composition of chromite macrocrysts and their inclusions, Guaniamo kimberlite field, Venezuela",1998,1998-04-17,7,,43,45,,PDF,ojshelp@ualberta.ca,IKC07_016,
"Vol 7: International Kimberlite Conference, Cape Town",Extended Abstracts,ABS,"Barron, L.M.;Lishmund, S.R.;Oakes, G.M.;Barron, B.J.","Primary and related diamond occurrences within a Phanerozoic subduction regime in eastern New South Wales, Australia",1998,1998-04-17,7,,46,48,,PDF,ojshelp@ualberta.ca,IKC07_017,
"Vol 7: International Kimberlite Conference, Cape Town",Extended Abstracts,ABS,"Barry, T.L.;Kempton, P.D.;Saunders, A.D.;Windley, B.",Mantle dynamics beneath Mongolia: implications from Cenozoic and Mesozoic alkalic basalts,1998,1998-04-17,7,,49,51,,PDF,ojshelp@ualberta.ca,IKC07_018,
"Vol 7: International Kimberlite Conference, Cape Town",Extended Abstracts,ABS,"Barth, M.G.;Rudnick, R.L.;Spicuzza, M.J.;Valley, J.W.;Haggerty, S.E.",The role of eclogites in the growth of Archean cratons: a case study from west S.E. Africa,1998,1998-04-17,7,,52,54,,PDF,ojshelp@ualberta.ca,IKC07_019,
"Vol 7: International Kimberlite Conference, Cape Town",Extended Abstracts,ABS,"Baumgartner, M.C.;Neuhoff, L.",The vertical distribution of indicator minerals within Kalahari cover overlying a kimberlite pipe,1998,1998-04-17,7,,55,57,,PDF,ojshelp@ualberta.ca,IKC07_020,
"Vol 7: International Kimberlite Conference, Cape Town",Extended Abstracts,ABS,"Beard, A.D.;Mason, P.R.D.;Downes, H.",Depletion and enrichment processes in lithospheric mantle beneath the Baltic Shield (Kola peninsula and Arkangelsk) - evidence from laser ICP-MS analyses of mantle minerals,1998,1998-04-17,7,,58,60,,PDF,ojshelp@ualberta.ca,IKC07_021,
"Vol 7: International Kimberlite Conference, Cape Town",Extended Abstracts,ABS,"Beard, A.D.;Milledge, H.J.",Infrared & microprobe studies of intrusions & micro-inclusions in diamond,1998,1998-04-17,7,,61,63,,PDF,ojshelp@ualberta.ca,IKC07_022,
"Vol 7: International Kimberlite Conference, Cape Town",Extended Abstracts,ABS,"Bell. D.R.;Mofokeng, S.W.",Cr-poor megacrysts from the Frank Smith mine and the source regions of transitional kimberlites,1998,1998-04-17,7,,64,66,,PDF,ojshelp@ualberta.ca,IKC07_023,
"Vol 7: International Kimberlite Conference, Cape Town",Extended Abstracts,ABS,"Belousova, E.A.;Griffin, W.L.;O'Reilly, S.Y.",Trace element composition and cathodoluminescence properties of kimberlitic zircons,1998,1998-04-17,7,,67,69,,PDF,ojshelp@ualberta.ca,IKC07_024,
"Vol 7: International Kimberlite Conference, Cape Town",Extended Abstracts,ABS,"Ben Ismail, W.;Mainprice, D.",An olivine fabric database: an interpretative frame for upper mantle seismology,1998,1998-04-17,7,,70,72,,PDF,ojshelp@ualberta.ca,IKC07_025,
"Vol 7: International Kimberlite Conference, Cape Town",Extended Abstracts,ABS,"Ben Ismail, W.;Mainprice, D.;Barruol, G.;Boyd, J.;Vauchez, A.",Lithospheric mantle anisotropy of the Kaapvaal craton (South Africa) from lattice preferred orientation analysis,1998,1998-04-17,7,,73,75,,PDF,ojshelp@ualberta.ca,IKC07_026,
"Vol 7: International Kimberlite Conference, Cape Town",Extended Abstracts,ABS,"Berg, G.W.","Geochemical relations which reflect the History of kimberlites from the type area of Kimberley, South Africa",1998,1998-04-17,7,,76,78,,PDF,ojshelp@ualberta.ca,IKC07_027,
"Vol 7: International Kimberlite Conference, Cape Town",Extended Abstracts,ABS,"Berg, G.W.","Mineralogical evidence for, and experimental evidence against, carbonate from the mantle in zenoliths from kimberlite pipes",1998,1998-04-17,7,,79,80,,PDF,ojshelp@ualberta.ca,IKC07_028,
"Vol 7: International Kimberlite Conference, Cape Town",Extended Abstracts,ABS,"Berg, G.W.;Carlson, J.A.","The Leslie kimberlite pipe of Lac de Gras, Northwest Territories, Canada: evidence for near surface hypabyssal emplacement",1998,1998-04-17,7,,81,83,,PDF,ojshelp@ualberta.ca,IKC07_029,
"Vol 7: International Kimberlite Conference, Cape Town",Extended Abstracts,ABS,"Berryman, A.K.;Stiefenhofer, J.;Shee, S.R.;Wyatt, B.A.","The discovery and geology of the Timber Creek kimberlites, Northern Territory, Australia",1998,1998-04-17,7,,84,86,,PDF,ojshelp@ualberta.ca,IKC07_030,
"Vol 7: International Kimberlite Conference, Cape Town",Extended Abstracts,ABS,"Bizzi, L.A.;Pimentel, M.",Source characteristics of Brazilian kimberlites,1998,1998-04-17,7,,87,88,,PDF,ojshelp@ualberta.ca,IKC07_031,
"Vol 7: International Kimberlite Conference, Cape Town",Extended Abstracts,ABS,"Bordon, V.",Mineralogical and chemical model of Belarussian diatremes,1998,1998-04-17,7,,89,89,,PDF,ojshelp@ualberta.ca,IKC07_032,
"Vol 7: International Kimberlite Conference, Cape Town",Extended Abstracts,ABS,"Bordon, V.;Astapenko, V.",Braslav Field: the prospects for discovering diamondiferous rocks,1998,1998-04-17,7,,90,90,,PDF,ojshelp@ualberta.ca,IKC07_033,
"Vol 7: International Kimberlite Conference, Cape Town",Extended Abstracts,ABS,"Bovkun, A.V.;Garanin, V.K.;Kudriavtseva, G.P.;Possukhova, T.V.",Chemical-genetic classification of microcrystalline oxides from kimberlite groundmass and new system of diamondiferrouse prospecting,1998,1998-04-17,7,,91,93,,PDF,ojshelp@ualberta.ca,IKC07_034,
"Vol 7: International Kimberlite Conference, Cape Town",Extended Abstracts,ABS,"Bovkun, A.V.;Garanin, V.K.;Kudriavtseva, G.P.;Possukhova, T.V.",Chemical-genetic classifications of oxides from kimberlite groundmass as a basis of a new technology of evaluation of diamond potential of kimberlite bodies (on an example of Yakutian and Arkhangelsk diamondiferous provinces),1998,1998-04-17,7,,94,96,,PDF,ojshelp@ualberta.ca,IKC07_035,
"Vol 7: International Kimberlite Conference, Cape Town",Extended Abstracts,ABS,"Bovkun, A.V.;Garanin, V.K.;Kudriavtseva, G.P.;Possukhova, T.V.","Diamonds from Timan placers: morphology, spectroscopy and genesis",1998,1998-04-17,7,,97,99,,PDF,ojshelp@ualberta.ca,IKC07_036,
"Vol 7: International Kimberlite Conference, Cape Town",Extended Abstracts,ABS,"Boyd, F.R.;Pearson, D.G.;Mertzman, S.A.",Spinel-facies peridotites from the Kaapvaal root,1998,1998-04-17,7,,100,102,,PDF,ojshelp@ualberta.ca,IKC07_037,
"Vol 7: International Kimberlite Conference, Cape Town",Extended Abstracts,ABS,"Brown, J.W., Butcher, A.R.","Textural and petrological variation within the crater facies kimberlite bodies of the Fort ? la Corne Province, Saskatchewan, Canada",1998,1998-04-17,7,,103,104,,PDF,ojshelp@ualberta.ca,IKC07_038,
"Vol 7: International Kimberlite Conference, Cape Town",Extended Abstracts,ABS,"Brown, R.W.;Gallagher, K.;Griffin, W.L.;Ryan, C.G.;de Wit, M.C.J.;Belton, D.X.;Harman, R.","Kimberlites, accelerated erosion and evolution of the lithospheric mantle beneath the Kaapvaal craton during the mid-Cretaceous",1998,1998-04-17,7,,105,107,,PDF,ojshelp@ualberta.ca,IKC07_039,
"Vol 7: International Kimberlite Conference, Cape Town",Extended Abstracts,ABS,"Budaev, D.A.",?Populational? model of kimberlites: an application to diamondiferous kimberlites of regions with various geodynamic history,1998,1998-04-17,7,,108,110,,PDF,ojshelp@ualberta.ca,IKC07_040,
"Vol 7: International Kimberlite Conference, Cape Town",Extended Abstracts,ABS,"Budaev, D.A.;Dolgunin, A.V.;Fomin, A.S.",An algorithm of kimberlite diamondiferousness estimations,1998,1998-04-17,7,,111,112,,PDF,ojshelp@ualberta.ca,IKC07_041,
"Vol 7: International Kimberlite Conference, Cape Town",Extended Abstracts,ABS,"Bulanova, G.P.;Griffin, W.L.;Kaminsky, F.V.;Davies, R.;Ryan, C.R.;Andrew, A.;Spetsius, Z.V.;Zahkarchenko, O.D.","Diamonds from Zamitsa and Dalnaya kimberlites (Yakutia): their nature, growth history, and lithospheric mantle source",1998,1998-04-17,7,,113,115,,PDF,ojshelp@ualberta.ca,IKC07_042,
"Vol 7: International Kimberlite Conference, Cape Town",Extended Abstracts,ABS,"Bulanova, G.P.;Shelkov, D.",Nature of eclogitic diamonds from Yakutian kimberlites: evidence from isotopic composition and sulphide inclusion chemistry,1998,1998-04-17,7,,116,118,,PDF,ojshelp@ualberta.ca,IKC07_043,
"Vol 7: International Kimberlite Conference, Cape Town",Extended Abstracts,ABS,"Burgess, R.;Phillips, D.;Harris, J.W.;Robinson, D.N.",Antarctic diamonds in south-eastern Australia? Hints from 40Ar/39Ar Laser probe dating of clinopyroxene inclusions from Copeton diamonds,1998,1998-04-17,7,,119,121,,PDF,ojshelp@ualberta.ca,IKC07_044,
"Vol 7: International Kimberlite Conference, Cape Town",Extended Abstracts,ABS,"Burgess, S.R.;Harte, B.",Tracing lithosphere evolution through the analysis of heterogeneous G9/G10 garnets in peridotite xenoliths,1998,1998-04-17,7,,122,126,,PDF,ojshelp@ualberta.ca,IKC07_045,
"Vol 7: International Kimberlite Conference, Cape Town",Extended Abstracts,ABS,"Carlson, J.A.;Kirkley, M.B.;Thomas, E.M.;Hillier, W.D.",Recent major kimberlite discoveries in Canada,1998,1998-04-17,7,,127,131,,PDF,ojshelp@ualberta.ca,IKC07_046,
"Vol 7: International Kimberlite Conference, Cape Town",Extended Abstracts,ABS,"Carlson, R.W.;Irving, A.J.;Hearn, B.C.","Peridotite xenoliths from the Williams kimberlite, Montana: implications for delamination of the Wyoming craton lithosphere",1998,1998-04-17,7,,132,134,,PDF,ojshelp@ualberta.ca,IKC07_047,
"Vol 7: International Kimberlite Conference, Cape Town",Extended Abstracts,ABS,"Carlson, R.W.;Pearson, D.G.;Boyd, F.R.;Shirey,S.B.;Irvine, G.;Menzies, A.H.;Gurney, J.J.",Regional age variation of the southern African mantle: significance for models of lithospheric mantle formation,1998,1998-04-17,7,,135,137,,PDF,ojshelp@ualberta.ca,IKC07_048,
"Vol 7: International Kimberlite Conference, Cape Town",Extended Abstracts,ABS,"Carlson, S.M.;Hillier, W.D.;Hood, C.T.;Pryde, R.P.;Skelton, D.N.","The Buffalo Hills kimberlite province, north-central Alberta, Canada",1998,1998-04-17,7,,138,140,,PDF,ojshelp@ualberta.ca,IKC07_049,
"Vol 7: International Kimberlite Conference, Cape Town",Extended Abstracts,ABS,"Cartigny, P.;Harris, J.W.;Javoy, M.","Eclogitic, peridotitic, metamorphic diamonds and the problems of carbon recycling",1998,1998-04-17,7,,141,143,,PDF,ojshelp@ualberta.ca,IKC07_050,
"Vol 7: International Kimberlite Conference, Cape Town",Extended Abstracts,ABS,"Channer, D.M.deR.;Cooper, R.E.C.;Kaminsky, F.","The Guaniamo diamond region, Bolivar state, Venezuela: a new kimberlite province",1998,1998-04-17,7,,144,146,,PDF,ojshelp@ualberta.ca,IKC07_051,
"Vol 7: International Kimberlite Conference, Cape Town",Extended Abstracts,ABS,"Cherny, S.D.;Fomin., A.S.;Yanygin, J.T.;Banzeruk, V.I.;Kornilova, V.P.",Geology and composition of the Nakyn field kimberlite pipes and diamond properties (Yakutia),1998,1998-04-17,7,,147,148,,PDF,ojshelp@ualberta.ca,IKC07_052,
"Vol 7: International Kimberlite Conference, Cape Town",Extended Abstracts,ABS,"Chesley, J.T.;Rudnick, R.L.;Lee, C.-T.",Longevity of cratonic mantle beneath an active rift: Re-Os evidence from xenoliths from the Tanzanian East African Rift,1998,1998-04-17,7,,149,151,,PDF,ojshelp@ualberta.ca,IKC07_053,
"Vol 7: International Kimberlite Conference, Cape Town",Extended Abstracts,ABS,"Chinn, I.L.;Gurney, J.J.;Harte, B.;Fitzsimmons, I.C.W.;Milledge, H.J.",Nitrogen contents of diamond plates: a comparison of FTIR and SIMS analyses,1998,1998-04-17,7,,152,154,,PDF,ojshelp@ualberta.ca,IKC07_054,
"Vol 7: International Kimberlite Conference, Cape Town",Extended Abstracts,ABS,"Chinn, I.L.;McCallum M.E.;Harris C.;Milledge, H.J.;Gurney, J.J.","CO2-bearing diamonds in eclogite xenoliths from the Sloan 2 kimberlite, Colorado",1998,1998-04-17,7,,155,155,,PDF,ojshelp@ualberta.ca,IKC07_055,
"Vol 7: International Kimberlite Conference, Cape Town",Extended Abstracts,ABS,"Chinn, I.L.;Milledge, H.J.;Gurney, J.J.",Diamonds and inclusions from Jagersfontein kimberlite,1998,1998-04-17,7,,156,157,,PDF,ojshelp@ualberta.ca,IKC07_056,
"Vol 7: International Kimberlite Conference, Cape Town",Extended Abstracts,ABS,"Clarke, J.;Sobie, P.A.;Wilkes, T.A.;Zweistra, P.","The geology and economic evaluations of the Liqhobong kimberlites, Lesotho",1998,1998-04-17,7,,158,150,,PDF,ojshelp@ualberta.ca,IKC07_057,
"Vol 7: International Kimberlite Conference, Cape Town",Extended Abstracts,ABS,"Cookenboo, H.O.","Emplacement history of the Jericho kimberlite pipe, northern Canada",1998,1998-04-17,7,,151,163,,PDF,ojshelp@ualberta.ca,IKC07_058,
"Vol 7: International Kimberlite Conference, Cape Town",Extended Abstracts,ABS,"Cookenboo, H.O.;Kopylova, M.G.;Daoud, D.K.","A chemically and texturally distinct layer of diamondiferous eclogite beneath the central Slave craton, northern Canada",1998,1998-04-17,7,,164,166,,PDF,ojshelp@ualberta.ca,IKC07_059,
"Vol 7: International Kimberlite Conference, Cape Town",Extended Abstracts,ABS,"Corbett, I.B.;McMillan, I.K.",From shore to shelf and back again,1998,1998-04-17,7,,167,169,,PDF,ojshelp@ualberta.ca,IKC07_060,
"Vol 7: International Kimberlite Conference, Cape Town",Extended Abstracts,ABS,"Davies, R.;Griffin, W.L.;Pearson, N.J.;Andrew, A.;Doyle, B.J.;O'Reilly, S.Y.","Diamonds from the deep: pipe DO-27, Slave craton, Canada",1998,1998-04-17,7,,170,172,,PDF,ojshelp@ualberta.ca,IKC07_061,
"Vol 7: International Kimberlite Conference, Cape Town",Extended Abstracts,ABS,"Davies, R.M.;O'Reilly, S.Y.;Griffin, W.L.","Characteristics of alluvial diamonds from Bingara and Wellington, eastern Australia",1998,1998-04-17,7,,173,175,,PDF,ojshelp@ualberta.ca,IKC07_062,
"Vol 7: International Kimberlite Conference, Cape Town",Extended Abstracts,ABS,"Davies, R.M.;O'Reilly, S.Y.;Griffin, W.L.","Dynamic growth structures in diamonds from Bingara, NSW, Australia",1998,1998-04-17,7,,176,178,,PDF,ojshelp@ualberta.ca,IKC07_063,
"Vol 7: International Kimberlite Conference, Cape Town",Extended Abstracts,ABS,"Dawson, J.B.","Melting and metasomatism in upper mantle peridotite xenoliths from Labait, North-central Tanzania, and contrasting metasomatic styles in the Tanzanian lithospheric mantle",1998,1998-04-17,7,,179,180,,PDF,ojshelp@ualberta.ca,IKC07_064,
"Vol 7: International Kimberlite Conference, Cape Town",Extended Abstracts,ABS,"de Bruin, D.",Inclusion bearing Cr-poor and Cr-rich garnet megacrysts from the group II Swartruggens kimberlite,1998,1998-04-17,7,,181,183,,PDF,ojshelp@ualberta.ca,IKC07_065,
"Vol 7: International Kimberlite Conference, Cape Town",Extended Abstracts,ABS,"De Corte, K.;Cartigny, P.;Shatsky, V.S.;De Paepe, P.;Sobolev, N.V.;Javoy, M.","Microdiamonds from UHP metamorphic rocks of the Kokchetav Massif, northern Kazakhstan: FTIR spectroscopy, C & N isotopes and morphology",1998,1998-04-17,7,,184,186,,PDF,ojshelp@ualberta.ca,IKC07_066,
"Vol 7: International Kimberlite Conference, Cape Town",Extended Abstracts,ABS,"Deines, P.",Intra-and inter-mineral oxygen isotope variations in kimberlitic zircons,1998,1998-04-17,7,,187,189,,PDF,ojshelp@ualberta.ca,IKC07_067,
"Vol 7: International Kimberlite Conference, Cape Town",Extended Abstracts,ABS,"Demaiffe, D.;El Fadili, S.;Andr?, L.","Geochemical and isotopic (Sr, Nd) study of eclogite nodules from the Mbuji Mayi kimberlite, Kasai, Congo. Nature of the protoliths and evidence for mantle metasomatism",1998,1998-04-17,7,,190,192,,PDF,ojshelp@ualberta.ca,IKC07_068,
"Vol 7: International Kimberlite Conference, Cape Town",Extended Abstracts,ABS,"De Meillon, L.;Bristow, J.W.","Some characteristics of high level Tertiary age alluvial terraces along the Orange River between the towns of Douglas and Prieska, Northern Cape Province, South Africa",1998,1998-04-17,7,,193,194,,PDF,ojshelp@ualberta.ca,IKC07_069,
"Vol 7: International Kimberlite Conference, Cape Town",Extended Abstracts,ABS,"De Wit, M.C.J.;Morelli, C.;Skinner, C.P.",A reinterpretation of the Lichtenburg diamond deposits,1998,1998-04-17,7,,195,195,,PDF,ojshelp@ualberta.ca,IKC07_070,
"Vol 7: International Kimberlite Conference, Cape Town",Extended Abstracts,ABS,"Dmitriev, A N.;Dyatlov, V.L.;Litasov, K.D.",Physical model of kimberlite pipes formation: new constraints from theory of non-homogenous physical vacuum,1998,1998-04-17,7,,196,198,,PDF,ojshelp@ualberta.ca,IKC07_071,
"Vol 7: International Kimberlite Conference, Cape Town",Extended Abstracts,ABS,"Doyle, B.J.;Kivi, K.;Scott Smith, B.H.","The Tli Kwi Cho (DO27 and DO18) diamondiferous kimberlite complex Slave craton, Northwest Territories, Canada",1998,1998-04-17,7,,199,201,,PDF,ojshelp@ualberta.ca,IKC07_072,
"Vol 7: International Kimberlite Conference, Cape Town",Extended Abstracts,ABS,"Edler, E.;Winter, F.;Edwards, R.","The Rosario do Sul kimberlitic province, Rio Grande do Sul State, Southern Brazil",1998,1998-04-17,7,,202,204,,PDF,ojshelp@ualberta.ca,IKC07_073,
"Vol 7: International Kimberlite Conference, Cape Town",Extended Abstracts,ABS,"El Fadili, S.;Demaiffe, D.","Petrology, mineral chemistry and thermobarometry of eclogite nodules from the Mbuji Mayi kimberlite, Kasai, Congo: significance of kyanite-cpx intergrowths",1998,1998-04-17,7,,205,207,,PDF,ojshelp@ualberta.ca,IKC07_074,
"Vol 7: International Kimberlite Conference, Cape Town",Extended Abstracts,ABS,"Erinchek, Y.M.;Milshtein, E.D.;Saltykov,O.G.,Verzhak, V.V.","Local depressions in country rock of kimberlites as a new exploration criteria (by the Example of Zolotitsa Field, Arkhangelsk, Russia)",1998,1998-04-17,7,,208,210,,PDF,ojshelp@ualberta.ca,IKC07_075,
"Vol 7: International Kimberlite Conference, Cape Town",Extended Abstracts,ABS,"Field, M.;Scott Smith, B.H.",Near surface emplacement of kimberlites: contrasting models and why,1998,1998-04-17,7,,211,213,,PDF,ojshelp@ualberta.ca,IKC07_076,
"Vol 7: International Kimberlite Conference, Cape Town",Extended Abstracts,ABS,"Field, M.;Scott Smith, B.H.",Textural and genetic classification schemes for kimberlites: a new perspective,1998,1998-04-17,7,,214,216,,PDF,ojshelp@ualberta.ca,IKC07_077,
"Vol 7: International Kimberlite Conference, Cape Town",Extended Abstracts,ABS,"Foley, S.F.;Glaser, S.M.;Andronikov, A.V.","Non-cratonic garnet peridotites from rifted continental settings in Vitim, Siberia (Baikal Rift and East Antarctia) (Lambert-Amery Rift)",1998,1998-04-17,7,,217,219,,PDF,ojshelp@ualberta.ca,IKC07_078,
"Vol 7: International Kimberlite Conference, Cape Town",Extended Abstracts,ABS,"Foley, S.F.;Musselwhite, D.S.;van der Laan, S.R.",Melting processes in veined lithospheric mantle in cratonic and non-cratonic settings,1998,1998-04-17,7,,220,223,,PDF,ojshelp@ualberta.ca,IKC07_079,
"Vol 7: International Kimberlite Conference, Cape Town",Extended Abstracts,ABS,"Friese, A.E.W.",Structural control on kimberlite genesis and crustal emplacement within South Africa and the Kaapvaal craton during the Cretaceous,1998,1998-04-17,7,,224,226,,PDF,ojshelp@ualberta.ca,IKC07_080,
"Vol 7: International Kimberlite Conference, Cape Town",Extended Abstracts,ABS,"Friese, A.E.W.",Tectonic evolution and intra-cratonic alkaline magmatism within the central Kaapvaal craton during the Mesoproterozoic,1998,1998-04-17,7,,227,229,,PDF,ojshelp@ualberta.ca,IKC07_081,
"Vol 7: International Kimberlite Conference, Cape Town",Extended Abstracts,ABS,"Fung, A.T.","Petrochemistry of upper mantle eclogites from the Grizzly, Leslie, Pigeon and Sable kimberlites in the Slave Province, Canada",1998,1998-04-17,7,,230,232,,PDF,ojshelp@ualberta.ca,IKC07_082,
"Vol 7: International Kimberlite Conference, Cape Town",Extended Abstracts,ABS,"Garanin, V.K.;Kudriavtseva, G.P.;Possukhova, T.V.",Diamonds of Arkhangelsk kimberlite province (review),1998,1998-04-17,7,,233,235,,PDF,ojshelp@ualberta.ca,IKC07_083,
"Vol 7: International Kimberlite Conference, Cape Town",Extended Abstracts,ABS,"Garanin, V.K.;Kudriavtseva, G.P.;Vasilyeva, E.R.",The fundamental study of garnets: application for prospecting and economical estimation of diamond bearing kimberlites,1998,1998-04-17,7,,236,238,,PDF,ojshelp@ualberta.ca,IKC07_084,
"Vol 7: International Kimberlite Conference, Cape Town",Extended Abstracts,ABS,"Gaspar, J.C.;Araujo, D.P.;Melo, M.V.L.C.",Olivine in carbonatitic and silicate rocks in carbonatite complexes,1998,1998-04-17,7,,239,241,,PDF,ojshelp@ualberta.ca,IKC07_085,
"Vol 7: International Kimberlite Conference, Cape Town",Extended Abstracts,ABS,"Gaspar, J.C.;Teixeira, N.A.;Steele, I.M.",Cathodoluminescence of Ju?na diamonds,1998,1998-04-17,7,,242,244,,PDF,ojshelp@ualberta.ca,IKC07_086,
"Vol 7: International Kimberlite Conference, Cape Town",Extended Abstracts,ABS,"Gaul, O.;O'Reilly, S.Y.;Griffin, W.L.",Lithosphere mapping in eastern Australia,1998,1998-04-17,7,,245,247,,PDF,ojshelp@ualberta.ca,IKC07_087,
"Vol 7: International Kimberlite Conference, Cape Town",Extended Abstracts,ABS,"Geiger, C.A.",Could the effect of order-disorder in garnet be important for upper mantle petrology?,1998,1998-04-17,7,,248,249,,PDF,ojshelp@ualberta.ca,IKC07_088,
"Vol 7: International Kimberlite Conference, Cape Town",Extended Abstracts,ABS,"Gibson, S.A.;Thompson, R.N.;Dickin, A.P",Subcontinental mantle plume impact and kimberlite genesis,1998,1998-04-17,7,,250,252,,PDF,ojshelp@ualberta.ca,IKC07_089,
